公司名称,法人,登记状态,成立日期,统一社会信用代码,注册资本,实缴资本,工商注册号,纳税人识别号,组织机构代码,行业,注册地址,经营范围
柳州市智行科技有限公司,黄庆钘,存续,2015/8/11,91450200348570442D,10万人民币,-,4.50E+14,91450200348570442D,34857044-2,科技推广和应用服务业,柳州市柳东新区双仁路10号官塘研发中心2号楼705号（柳州高创商务秘书有限公司托管）,农业机械研发、销售；软件开发；集成电路设计；信息系统集成、信息技术咨询服务；企业管理咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
广西南宁市格昱平面设计有限公司,陈婕玥,存续,2023/1/16,91450100MAA7WN439Q,50万人民币,-,,91450100MAA7WN439Q,MAA7WN43-9,专业技术服务业,南宁市西乡塘区秀灵路西一里8-1号B栋1单元五层502号房,一般项目：平面设计;专业设计服务;集成电路设计;图文设计制作;广告设计、代理;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
广西崇左市荣乐科技有限公司,黄忠乐,存续,2019/10/8,91451421MA5P3LAW85,100万人民币,-,4.51E+14,91451421MA5P3LAW85,MA5P3LAW-8,计算机、通信和其他电子设备制造业,广西壮族自治区崇左市扶绥县新宁镇同正大道653号汇豪雅苑11号楼11-2004号房,集成电路设计、电子通信设备及相关产品的研发、代理、租赁、销售和相关服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
广西玥阳网络科技有限公司,李林蔓,存续,2015/11/17,91450800MA5K9YGF08,1058万人民币,-,4.51E+14,91450800MA5K9YGF08,MA5K9YGF-0,软件和信息技术服务业,贵港市港南区江一路130号（南郡名邸）2幢综合楼336号,软件开发；信息系统集成服务；信息技术咨询服务；数据处理和存储服务；集成电路设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
南宁市兴宁区华景专业设计服务部,梁智,存续,2023/8/28,92450102MACW55WA48,-,-,4.50E+14,92450102MACW55WA48,MACW55WA-4,专业技术服务业,南宁市兴宁区九曲湾路183号3楼301号房,一般项目：专业设计服务;平面设计;广告设计、代理;图文设计制作;工业设计服务;集成电路设计;安全技术防范系统设计施工服务;工程技术服务（规划管理、勘察、设计、监理除外）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
海口龙华泽辉集成电路设计中心,汪泽辉,存续,2022/7/18,92460000MABU9GX23A,,-,4.60E+14,92460000MABU9GX23A,MABU9GX2-3,软件和信息技术服务业,,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；集成电路销售；集成电路芯片设计及服务；集成电路设计；集成电路芯片及产品销售；电子产品销售；机械设备销售；计算机软硬件及辅助设备零售；电子元器件零售；专业设计服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
三亚顺通组合集成电路设计有限公司,吕德民,存续,2022/4/6,91460000MA7MJK462K,100万人民币,-,4.60E+14,91460000MA7MJK462K,MA7MJK46-2,软件和信息技术服务业,海南省三亚市吉阳区吉阳镇岭仔村二路东三巷5号,许可项目：建设工程设计；职业中介活动；食品小作坊经营（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：集成电路设计；人工智能通用应用系统；集成电路芯片设计及服务；集成电路芯片及产品销售；集成电路销售；智能控制系统集成；工业工程设计服务；木竹材加工机械销售；建筑装饰材料销售；软木制品销售；日用木制品销售；建筑用石加工；广告设计、代理；广告制作；人工智能行业应用系统集成服务；信息系统集成服务；文化用品设备出租；游艺及娱乐用品销售；数据处理和存储支持服务；商业综合体管理服务；企业信用评级服务；企业征信业务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南志基微集成电路设计有限责任公司,张韵昕,存续,2024/2/7,91460000MADB5LH113,100万人民币,-,4.60E+14,91460000MADB5LH113,MADB5LH1-1,-,海南省万宁市万城镇木棉山庄13-3003,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；集成电路设计；集成电路销售；电力电子元器件销售；半导体分立器件制造；半导体分立器件销售；光电子器件制造；光电子器件销售；财务咨询；会议及展览服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
英特尔集成电路（海南）有限公司,TIFFANY DOON SILVA,存续,2022/12/8,91460000MAC5RX1M7M,3500万美元,-,4.60E+14,91460000MAC5RX1M7M,MAC5RX1M-7,批发业,海南省三亚市吉阳区迎宾路360-1号阳光金融广场910/901室,计算机软硬件及辅助设备批发；离岸贸易经营；集成电路芯片及产品销售；集成电路销售；电子元器件批发；电子元器件零售；通讯设备销售；电子专用材料销售；电子产品销售；软件销售；计算机软硬件及辅助设备零售；互联网销售（除销售需要许可的商品）；云计算设备销售；销售代理；贸易经纪；国内贸易代理；货物进出口；技术进出口；进出口代理；工程和技术研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息技术咨询服务；集成电路芯片设计及服务；集成电路设计；电子专用材料研发；信息系统运行维护服务；信息系统集成服务；计算机系统服务；软件开发；软件外包服务；市场营销策划；企业管理咨询；供应链管理服务；社会经济咨询服务；信息咨询服务（不含许可类信息咨询服务）；财务咨询；以自有资金从事投资活动；计算机及通讯设备租赁；租赁服务（不含许可类租赁服务）；电子、机械设备维护（不含特种设备）；通用设备修理；专用设备修理；普通货物仓储服务（不含危险化学品等需许可审批的项目）（一般经营项目自主经营，许可经营项目凭相关许可证或者批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
文昌共进集成电路设计合伙企业（有限合伙）,,存续,2021/1/15,91469005MA5TUG3T67,,-,4.60E+14,91469005MA5TUG3T67,MA5TUG3T-6,软件和信息技术服务业,,一般项目：集成电路设计；信息技术咨询服务；以自有资金从事投资活动（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南老万发网络科技有限公司,肖燕田,存续,2019/4/5,91460000MA5T95LM99,1100万人民币,-,4.60E+14,91460000MA5T95LM99,MA5T95LM-9,软件和信息技术服务业,海南省海口市美兰区博爱街道南门新村5栋808房,集成电路设计，微波集成电路设计，混合集成电路设计，集成电路设计。
东方许谈科技有限公司,段盛昌,开业,2021/10/27,91460000MAA94EK352,100万人民币,-,4.60E+14,91460000MAA94EK352,MAA94EK3-5,-,海南省东方市八所镇琼西路西51巷27号151房,一般项目：网络技术服务；软件开发；软件外包服务；集成电路设计；信息技术咨询服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
临高雪订信息科技有限公司,张圳琛,存续,2021/11/3,91460000MAA94XET1D,100万人民币,-,4.60E+14,91460000MAA94XET1D,MAA94XET-1,软件和信息技术服务业,海南省临高县临城镇新桥南路69号213房,一般项目：网络技术服务；软件开发；网络与信息安全软件开发；智能机器人的研发；集成电路设计；信息技术咨询服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南僻芭网络科技有限公司,林鸿昌,存续,2021/12/4,91460000MAA9719E61,100万人民币,-,4.60E+14,91460000MAA9719E61,MAA9719E-6,-,海南省海口市龙华区滨海街道滨海街道963号,一般项目：网络技术服务；软件开发；软件外包服务；网络与信息安全软件开发；信息系统集成服务；集成电路设计（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南左东设计事务所有限公司,莫志云,存续,2020/8/12,91460000MA5TM8AX88,300万人民币,-,4.60E+14,91460000MA5TM8AX88,MA5TM8AX-8,建筑装饰、装修和其他建筑业,海南省海口市美兰区蓝天街道国兴大道1号海航豪庭北苑一区1号楼902房,许可项目：住宅室内装饰装修；建设工程设计；餐饮服务；餐饮服务（不产生油烟、异味、废气）；小餐饮；食品经营（销售散装食品）；酒类经营；食品销售；烟草制品零售；酒吧服务（不含演艺娱乐活动）；歌舞娱乐活动；游艺娱乐活动；营业性演出（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：专业设计服务；图文设计制作；广告设计、代理；广告制作；规划设计管理；平面设计；工业设计服务；工业工程设计服务；摄像及视频制作服务；建筑装饰材料销售；建筑装饰、水暖管道零件及其他建筑用金属制品制造；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；集成电路设计；集成电路芯片设计及服务；会议及展览服务；建筑材料销售；轻质建筑材料销售；五金产品批发；五金产品零售；五金产品制造；建筑陶瓷制品销售；建筑用金属配件销售；国内贸易代理；贸易经纪；销售代理；商业、饮食、服务专用设备制造；单用途商业预付卡代理销售；商业、饮食、服务专用设备销售；商务代理代办服务；组织文化艺术交流活动；组织体育表演活动；食品销售（仅销售预包装食品）；食品销售（仅销售预包装食品，不含酒）；保健食品（预包装）销售；电子烟雾化器（非烟草制品、不含烟草成分）生产；餐饮管理；食品、酒、饮料及茶生产专用设备制造（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南亚德诺半导体科技合伙企业（有限合伙）,,存续,2021/1/5,91469005MA5TU74869,,-,4.60E+14,91469005MA5TU74869,MA5TU748-6,软件和信息技术服务业,,一般项目：集成电路设计；信息技术咨询服务；创业投资（限投资未上市企业）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
中国市政工程中南设计研究总院有限公司海南分院,谢富强,存续,1988/12/5,91460000201256125J,-,-,4.60E+14,91460000201256125J,20125612-5,专业技术服务业,海南省海口市龙华区华信路华信大厦第七层,许可项目：建设工程勘察；测绘服务；检验检测服务；工程造价咨询业务；国土空间规划编制；建设工程设计；人防工程设计；地质灾害治理工程设计；建设工程监理；施工专业作业；房屋建筑和市政基础设施项目工程总承包；各类工程建设活动；建筑劳务分包（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：环境保护监测；生态资源监测；环保咨询服务；安全咨询服务；规划设计管理；承接总公司工程建设业务；对外承包工程；工程管理服务；水污染治理；固体废物治理；水环境污染防治服务；水利相关咨询服务；土壤污染治理与修复服务；土壤环境污染防治服务；环境应急治理服务；地质灾害治理服务；软件开发；集成电路设计；信息系统集成服务；物联网技术服务；地质勘查技术服务；咨询策划服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
联合驱动（海南）科技有限责任公司,朱克,存续,2019/8/12,91460000MA5TBW1E00,80000万美元,-,4.60E+14,91460000MA5TBW1E00,MA5TBW1E-0,软件和信息技术服务业,海南省海口市江东新区江东大道187号1.5级企业港B-101-45号,集成电路设计；货物、技术进出口（国家禁止或涉及行政审批的货物、技术进出口除外）；旅游项目开发。（一般经营项目自主经营，许可经营项目凭相关许可证或者批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
海南嘉熙建筑装饰设计有限公司,吴轻松,存续,2021/11/5,91460000MAA953B33N,5000万人民币,-,4.60E+14,91460000MAA953B33N,MAA953B3-3,建筑装饰、装修和其他建筑业,海南省三亚市天涯区迎宾路72号（七天连锁酒店8楼）,许可项目：建筑智能化工程施工；建设工程施工；住宅室内装饰装修；建筑劳务分包；施工专业作业；建筑物拆除作业（爆破作业除外）；消防设施工程施工；建设工程设计；建设工程监理；建设工程勘察（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：承接总公司工程建设业务；土石方工程施工；对外承包工程；专业设计服务；工业设计服务；规划设计管理；广告设计、代理；广告制作；平面设计；集成电路设计；园林绿化工程施工；工程管理服务；建筑材料销售；轻质建筑材料销售；灯具销售；照明器具销售；家具安装和维修服务；住房租赁（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南青木商业设计有限公司,李颖新,存续,2019/3/14,91460200MA5T8MRK11,1000万人民币,-,4.60E+14,91460200MA5T8MRK11,MA5T8MRK-1,专业技术服务业,海南省三亚市天涯区凤凰路218号海阔天空学苑一期B1号商铺,专业设计服务，工业设计服务，建设工程设计，规划设计管理，广告设计、代理，广告制作，集成电路设计，园林绿化工程施工，住宅室内装饰装修，工程管理服务，建设工程监理，建设工程勘察，五金产品零售，灯具销售，家具销售，卫生洁具销售，建筑装饰材料销售，家具安装和维修服务。（一般经营项目自主经营，许可经营项目凭相关许可证或者批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
海口美兰宇晨集成电路设计工作室,刘绿林,,2022/5/31,92460000MABP3JTQ5U,,-,4.60E+14,92460000MABP3JTQ5U,MABP3JTQ-5,软件和信息技术服务业,,一般项目集成电路设计；信息系统集成服务；市场营销策划；企业管理；专业设计服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；广告设计、代理；广告制作；图文设计制作；计算机系统服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口秀英水清集成电路设计工作室,李水明,,2021/5/26,92460000MA5U12K44E,,-,4.60E+14,92460000MA5U12K44E,MA5U12K44,-,,一般项目：集成电路设计；集成电路芯片设计及服务；集成电路芯片及产品销售；集成电路销售；专业设计服务；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息系统集成服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口华源集智集成电路设计院（有限合伙）,,存续,2022/9/23,91460108MAA9A8TN20,,-,4.60E+14,91460108MAA9A8TN20,MAA9A8TN-2,软件和信息技术服务业,,许可项目：货物进出口；技术进出口；进出口代理（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；人工智能公共服务平台技术咨询服务；区块链技术相关软件和服务；网络技术服务；人工智能基础资源与技术平台；信息技术咨询服务；计量技术服务；安全技术防范系统设计施工服务；地质勘查技术服务；工程技术服务（规划管理、勘察、设计、监理除外）；园区管理服务；核电设备成套及工程技术研发；在线能源计量技术研发；新兴能源技术研发；新材料技术研发；工程和技术研究和试验发展；标准化服务；工业设计服务；科技中介服务；电竞信息科技；发电技术服务；物联网技术研发；创业空间服务；以自有资金从事投资活动；社会经济咨询服务；贸易经纪；商务代理代办服务；会议及展览服务；信息咨询服务（不含许可类信息咨询服务）；软件开发；个人商务服务；商务秘书服务；票据信息咨询服务；咨询策划服务；电子元器件零售；电子元器件与机电组件设备销售；电力电子元器件销售；智能仪器仪表制造；仪器仪表制造；仪器仪表销售；电子测量仪器制造；半导体器件专用设备制造；电子专用设备制造；电子专用设备销售；半导体器件专用设备销售；半导体分立器件制造；电力电子元器件制造；集成电路芯片及产品制造；光电子器件销售；电子专用材料研发；配电开关控制设备研发；集成电路设计；集成电路芯片及产品销售；集成电路芯片设计及服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南恒石设计工程有限公司,李跃坤,存续,2020/5/9,91460000MA5TJLAN57,100万人民币,-,4.60E+14,91460000MA5TJLAN57,MA5TJLAN-5,专业技术服务业,海南省海口市美兰区和平大道66号宝安江南城76栋103室,许可项目：建设工程设计；人防工程设计（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：住宅室内装饰装修；轨道交通通信信号系统开发；各类工程建设活动；图文设计制作；广告设计、代理；集成电路设计；工业设计服务；专业设计服务；金属结构销售；住宅水电安装维护服务；建筑材料销售；五金产品批发；消防设施工程；消防器材销售；金属门窗工程施工；贸易代理（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口秀英建丰集成电路设计工作室,黄建丰,,2021/5/25,92469027MA5U0YTF3L,,-,4.60E+14,92469027MA5U0YTF3L,MA5U0YTF3,软件和信息技术服务业,,一般项目：集成电路设计；集成电路芯片设计及服务；专业设计服务；集成电路芯片及产品销售；集成电路销售；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息系统集成服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
东方雯辛科技有限公司,张从祥,开业,2021/10/28,91460000MAA94GMC7B,100万人民币,-,4.60E+14,91460000MAA94GMC7B,MAA94GMC-7,软件和信息技术服务业,海南省东方市八所镇琼西路东26巷23号107房,一般项目：网络技术服务；软件开发；软件外包服务；网络与信息安全软件开发；集成电路设计；智能控制系统集成；信息技术咨询服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
临高星芬科技有限公司,吴钊,存续,2021/11/1,91460000MAA94Q2D54,100万人民币,-,4.60E+14,91460000MAA94Q2D54,MAA94Q2D-5,软件和信息技术服务业,海南省临高县临城镇奇地村27号205房,一般项目：网络技术服务；软件开发；网络与信息安全软件开发；智能机器人的研发；集成电路设计；信息技术咨询服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南齐芯集成电路有限公司,邹岦宸,存续,2022/5/9,91460000MABLTFR749,1000万人民币,-,4.60E+14,91460000MABLTFR749,MABLTFR7-4,科技推广和应用服务业,海南省三亚市天涯区天涯海润路33号海润珍珠办公楼三层A01室-103号,一般项目：集成电路设计；集成电路芯片设计及服务；集成电路芯片及产品制造；集成电路芯片及产品销售；集成电路制造；电子元器件制造；电子元器件批发；半导体分立器件制造；工程和技术研究和试验发展（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
中麒（海南）智能科技有限公司,李建中,存续,2016/4/25,91460100MA5RCNE83U,500万人民币,-,4.60E+14,91460100MA5RCNE83U,MA5RCNE8-3,批发业,海南省海口市美兰区和邦路4号2幢201室,电子产品、节能产品、软件的研发、销售及技术服务，网络集成电路设计。
三匠工程技术与设计服务（儋州）有限责任公司,董根李,存续,2020/4/23,91460000MA5TJ3JD14,20万人民币,-,4.60E+14,91460000MA5TJ3JD14,MA5TJ3JD-1,专业技术服务业,海南省儋州市那大镇文化北路名都天街10栋2018室,许可项目：建设工程设计；电力设施承装、承修、承试；工程造价咨询业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：房屋建筑和市政基础设施项目工程总承包；园林绿化工程施工；体育场地设施工程施工；各类工程建设活动；网络技术服务；智能控制系统集成；信息系统运行维护服务；数字视频监控系统销售；安全系统监控服务；市政设施管理；规划设计管理；工业设计服务；集成电路设计；工程管理服务；专业设计服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南省氢动力科技集团有限公司,方子尚,存续,2021/12/2,91460106MAA96U2K48,10000万人民币,-,4.60E+14,91460106MAA96U2K48,MAA96U2K-4,-,海南省海口市保税区海口空港综合保税区综合业务楼四楼,一般项目：新兴能源技术研发；新能源原动设备制造；集成电路设计；资源再生利用技术研发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口美兰起点设计工作室,王廷培,存续,2020/6/16,92460000MA5TKHR18Y,,-,4.60E+14,92460000MA5TKHR18Y,MA5TKHR18,专业技术服务业,,许可项目：工程造价咨询业务；建设工程设计（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：图文设计制作；专业设计服务；工程管理服务；集成电路设计；工业设计服务；信息技术咨询服务；平面设计（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口琼山梦薇专业设计服务工作室,崔晗,存续,2021/6/23,92460000MA5U26YP1U,,-,4.60E+14,92460000MA5U26YP1U,MA5U26YP-1,专业技术服务业,,一般项目：广告设计、代理；图文设计制作；工业设计服务；专业设计服务；平面设计；工业工程设计服务；集成电路设计；动漫游戏开发；软件开发；数字文化创意软件开发；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
三亚林沐创意设计有限公司,孙好彬,存续,2022/8/29,91460106MABXLM95XR,100万人民币,-,4.60E+14,91460106MABXLM95XR,MABXLM95-X,专业技术服务业,海南省三亚市天涯区凤凰路218号海阔天空学苑B1号商铺,一般项目：专业设计服务；工业设计服务；平面设计；图文设计制作；规划设计管理；集成电路设计；企业形象策划；会议及展览服务；组织文化艺术交流活动；广告制作；广告设计、代理；市场营销策划；公共事业管理服务；国内贸易代理；信息技术咨询服务；信息咨询服务（不含许可类信息咨询服务）；业务培训（不含教育培训、职业技能培训等需取得许可的培训）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南住的有品创意设计有限公司,赵启明,存续,2020/12/31,91460000MA5TU41894,100万人民币,-,4.60E+14,91460000MA5TU41894,MA5TU418-9,专业技术服务业,海南省海口市美兰区琼山大道63-1号和风家园海口市美兰区动迁工作指挥部-229,许可项目：建筑智能化系统设计；建设工程设计；人防工程设计；特种设备设计；住宅室内装饰装修；建设工程勘察；工程造价咨询业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：规划设计管理；工业设计服务；船舶设计；集成电路设计；集成电路芯片设计及服务；专业设计服务；广告设计、代理；平面设计；图文设计制作；安全技术防范系统设计施工服务；海洋工程设计和模块设计制造服务；海洋工程关键配套系统开发；承接总公司工程建设业务；对外承包工程；个人商务服务；工程和技术研究和试验发展；工程管理服务；园林绿化工程施工（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
陵水明建专业设计服务有限公司,饶剑锋,存续,2021/1/6,91460000MA5TU8NM46,10万人民币,10万人民币,4.60E+14,91460000MA5TU8NM46,MA5TU8NM-4,专业技术服务业,海南省陵水黎族自治县英州镇清水湾旅游度假区海南清水湾-B09区一期1组团洋房-22幢-2803,许可项目：建设工程设计（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：专业设计服务；广告设计、代理；图文设计制作；集成电路设计；工业设计服务；平面设计；信息技术咨询服务；信息咨询服务（不含许可类信息咨询服务）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；咨询策划服务；企业形象策划（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南璟韬设计有限公司,陈勇雄,存续,2021/6/16,91460000MA5U1X1J0G,100万人民币,-,4.60E+14,91460000MA5U1X1J0G,MA5U1X1J-0,-,海南省海口市秀英区海盛路33号金楚小区三栋209室,许可项目：建筑智能化系统设计；住宅室内装饰装修；建设工程设计；人防工程设计；消防技术服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：集成电路设计；广告设计、代理；安全技术防范系统设计施工服务；规划设计管理；工业设计服务；专业设计服务；平面设计；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；企业形象策划；商业综合体管理服务；云计算装备技术服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海南云品装饰设计有限公司,李扬菊,存续,2021/6/17,91460100MA5U1YQL9D,100万人民币,1.024万人民币,4.60E+14,91460100MA5U1YQL9D,MA5U1YQL-9,建筑装饰、装修和其他建筑业,海南省海口市秀英区秀英街道环岛100宝龙城2-1202A,许可项目：住宅室内装饰装修；建设工程设计（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：专业设计服务；平面设计；工业设计服务；工业工程设计服务；建筑装饰、水暖管道零件及其他建筑用金属制品制造；工程管理服务；建筑装饰材料销售；金属门窗工程施工；土石方工程施工；对外承包工程；园林绿化工程施工；体育场地设施工程施工；安全技术防范系统设计施工服务；安全系统监控服务；普通机械设备安装服务；集成电路芯片设计及服务；集成电路设计；广告制作；广告设计、代理；图文设计制作；物业管理；物业服务评估；会议及展览服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；环保咨询服务；软件开发；国内贸易代理；家用电器销售；制冷、空调设备销售；木材销售；建筑材料销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
顶芯未来（海南）科技中心（有限合伙）,,存续,2021/12/20,91460000MA7DNXK63E,,-,4.60E+14,91460000MA7DNXK63E,MA7DNXK6-3,软件和信息技术服务业,,一般项目：集成电路设计；集成电路销售；软件开发；信息技术咨询服务；集成电路芯片及产品销售；集成电路芯片设计及服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口秀英宇琳集成电路设计工作室,刘绿林,,2021/9/26,92460000MAA92QNT9W,,-,4.60E+14,92460000MAA92QNT9W,MAA92QNT9,软件和信息技术服务业,,一般项目：集成电路设计；信息系统集成服务；市场营销策划；企业管理；专业设计服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；广告设计、代理；广告制作；图文设计制作；计算机系统服务；电子专用材料研发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
东方八所云筑建筑设计工作室,李云天,存续,2020/11/3,92460000MA5TQJTY9K,,-,4.60E+14,92460000MA5TQJTY9K,MA5TQJTY-9,专业技术服务业,,一般项目：平面设计；专业设计服务；规划设计管理；工业设计服务；集成电路设计；广告设计、代理；图文设计制作；安全技术防范系统设计施工服务；海洋工程设计和模块设计制造服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口龙华千同设计工作室,符建科,存续,2021/11/30,92460000MAA96NYQ8M,,-,4.60E+14,92460000MAA96NYQ8M,MAA96NYQ-8,专业技术服务业,,许可项目建设工程设计；工程造价咨询业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目专业设计服务；工业设计服务；平面设计；集成电路设计；信息技术咨询服务；工程管理服务；规划设计管理；图文设计制作（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口秀英符位男专业设计服务中心,符位男,存续,2021/9/8,92460000MAA91U4H5Y,,-,4.60E+14,92460000MAA91U4H5Y,MAA91U4H5,专业技术服务业,,一般项目：专业设计服务；工业设计服务；图文设计制作；平面设计；集成电路设计；广告设计、代理；软件开发；个人商务服务；广告制作；生物质能技术服务；集成电路芯片设计及服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；摄影扩印服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口秀英莱玛集成电路设计中心,梅志刚,,2021/4/22,92460000MA5TYD3G3A,,-,4.60E+14,92460000MA5TYD3G3A,MA5TYD3G3,软件和信息技术服务业,,一般项目：集成电路设计；集成电路芯片设计及服务；专业设计服务；集成电路芯片及产品销售；集成电路销售；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息系统集成服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
海口美兰莱玛集成电路设计中心,梅志刚,,2022/5/17,92460000MABMEB417T,,-,4.60E+14,92460000MABMEB417T,MABMEB41-7,软件和信息技术服务业,,一般项目：集成电路设计；集成电路芯片设计及服务；专业设计服务；集成电路芯片及产品销售；集成电路销售；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息系统集成服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）
重庆西南集成电路设计有限责任公司,徐骅,存续,2000/6/30,91500108450457331G,4103.24万人民币,2977.809万人民币,5.00E+14,91500108450457331G,45045733-1,软件和信息技术服务业,重庆市南岸区南坪花园路14号,一般项目：移动通讯集成电路及其它集成电路、模块和整机电路设计、生产、测试、销售；电路设计与制造技术咨询服务；与电子信息技术、计算机工程应用设计以及计算机数据库管理和设计软件开发相关的工程项目设计和技术服务。经营本企业自产产品及相关技术的出口业务（国家限定公司经营或禁止出口的商品除外）；经营本企业生产科研所需的厚辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务。（国家限定公司经营或禁止进口的商品除外；）经营本企业的进料加工和“三来一补”业务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
锐石创芯（重庆）科技有限公司,倪建兴,存续,2019/6/12,91500000MA60E2CA8F,5000万人民币,-,5.01E+14,91500000MA60E2CA8F,MA60E2CA-8,研究和试验发展,重庆市北碚区云汉大道117号附450号,一般项目：电子元器件制造；集成电路芯片设计及服务；集成电路芯片及产品制造；集成电路制造；集成电路销售；集成电路设计；集成电路芯片及产品销售；智能科技领域内的技术开发、技术咨询、技术服务；集成电路设计；计算机信息技术咨询服务；销售：机械设备、电子产品（不含电子出版物）、计算机软件及辅助设备；货物及技术的进出口。【依法须经批准的项目，经相关部门批准后方可开展经营活动】。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
